code|name|Group|Type|abu|air|besi|beta-karoten|energi|fosfor|kalium|kalsium|karbohidrat|karoten total|lemak|natrium|niasin|protein|retinol|riboflavin|seng|serat|tembaga|thiamin|vitamin c
ER047|Kemang fresh|Fruits|Raw|0.4 g|86.5 g|0.1 mg|318 mcg|48|24 mg|88.6 mg|10 mg|11.9 g|6 mcg|0.2 g|2 mg|0.3 mg|1.0 g|0 mcg|0.01 mg|0.1 mg|1.7 g|0.04 mg|0.08 mg|58 mg
ER048|Persimmon fresh|Fruits|Raw|0.6 g|78.2 g|0.3 mg|109 mcg|78|26 mg|34.5 mg|6 mg|20.0 g|2710 mcg|0.4 g|0 mg|0.1 mg|0.8 g|0 mcg|0.00 mg|0.1 mg|0.6 g|0.13 mg|0.05 mg|11 mg
ER049|Langsat fresh|Fruits|Raw|0.2 g|85.0 g|1.3 mg|0 mcg|86|38 mg|118.3 mg|22 mg|13.0 g|20 mcg|0.2 g|2 mg|1.5 mg|1.6 g|0 mcg|0.04 mg|0.2 mg|1.4 g|0.08 mg|0.04 mg|3 mg
ER050|Manila tamarind fresh|Fruits|Raw|2.9 g|20.1 g|3.7 mg|0 mcg|315|120 mg|0 mg|160 mg|73.5 g|0 mcg|1.4 g|0 mg|0 mg|2.1 g|0 mcg|0 mg|0 mg|3.6 g|0 mg|0.02 mg|0 mg
ER051|Langsat fresh|Fruits|Raw|0.5 g|84.1 g|1.1 mg|0 mcg|56|24 mg|232.0 mg|17 mg|14.3 g|0 mcg|0.2 g|1 mg|0.8 mg|0.9 g|0 mcg|0.00 mg|0.2 mg|1.4 g|0.09 mg|0.07 mg|9 mg
ER052|Lemon fresh|Fruits|Raw|0.3 g|92.2 g|0.3 mg|0 mcg|34|20 mg|140.0 mg|23 mg|6.2 g|0 mcg|0.8 g|31 mg|0.3 mg|0.5 g|0 mcg|0.12 mg|0.2 mg|0.1 g|0.10 mg|0.09 mg|50 mg
ER053|Ice apple fresh|Fruits|Raw|0.4 g|93.0 g|0.5 mg|0 mcg|27|243 mg|0 mg|91 mg|6.0 g|0 mcg|0.2 g|0 mg|0 mg|0.4 g|0 mcg|0 mg|0 mg|1.6 g|0 mg|0.03 mg|0 mg
ER054|Mango fresh|Fruits|Raw|0.2 g|86.6 g|1.0 mg|316 mcg|52|16 mg|140.0 mg|20 mg|12.3 g|0 mcg|0.0 g|3 mg|0.3 mg|0.7 g|0 mcg|0.01 mg|0.0 mg|1.6 g|0.33 mg|0.03 mg|12 mg
ER055|Brazilian mango fresh|Fruits|Raw|0.4 g|84.4 g|0.2 mg|10 mcg|63|13 mg|79.0 mg|9 mg|12.4 g|0 mcg|0.4 g|3 mg|0.4 mg|2.4 g|0 mcg|0.01 mg|0.1 mg|5.8 g|0.10 mg|0.18 mg|43 mg
ER056|Gedung mango fresh|Fruits|Raw|0.5 g|87.4 g|0.2 mg|113 mcg|44|10 mg|83.6 mg|13 mg|11.2 g|16400 mcg|0.2 g|2 mg|0.3 mg|0.7 g|0 mcg|0.01 mg|0.1 mg|1.6 g|0.04 mg|0.08 mg|30 mg
ER057|Cedar bay mango fresh|Fruits|Raw|0.4 g|82.2 g|0.7 mg|160 mcg|63|10 mg|118.1 mg|14 mg|16.7 g|3715 mcg|0.2 g|3 mg|0.4 mg|0.5 g|0 mcg|0.02 mg|0.1 mg|2.3 g|0.05 mg|0.08 mg|65 mg
ER058|Harumanis/arumanis mangofresh|Fruits|Raw|0.8 g|86.6 g|0.2 mg|120 mcg|46|9 mg|88.9 mg|15 mg|11.9 g|1200 mcg|0.2 g|2 mg|0.3 mg|0.4 g|0 mcg|0.01 mg|0.1 mg|1.7 g|0.04 mg|0.08 mg|6 mg
ER059|Indramayu mango fresh|Fruits|Raw|0.1 g|80.2 g|1.9 mg|178 mcg|72|10 mg|131.4 mg|13 mg|18.7 g|2900 mcg|0.2 g|3 mg|0.5 mg|0.8 g|0 mcg|0.02 mg|0.1 mg|2.5 g|0.06 mg|0.06 mg|16 mg
ER060|Kopek mangofresh|Fruits|Raw|0.3 g|84.5 g|1.7 mg|139 mcg|56|10 mg|102.9 mg|16 mg|14.6 g|6520 mcg|0.2 g|2 mg|0.4 mg|0.4 g|0 mcg|0.01 mg|0.1 mg|2.0 g|0.04 mg|0.03 mg|27 mg
ER061|Kweni mango fresh|Fruits|Raw|0.4 g|78.6 g|0.2 mg|932 mcg|86|11 mg|16.0 mg|11 mg|19.8 g|0 mcg|0.5 g|1 mg|0.5 mg|0.7 g|0 mcg|0.02 mg|0.1 mg|6.5 g|0.10 mg|0.15 mg|18 mg
ER062|Manalagi mango fresh|Fruits|Raw|0.3 g|66.5 g|1.0 mg|4 mcg|133|23 mg|161.0 mg|20 mg|32.1 g|0 mcg|0.1 g|70 mg|0.6 mg|1.0 g|0 mcg|0.00 mg|0.0 mg|11.8 g|0.00 mg|0.07 mg|61 mg
ER063|Unripe mango fresh|Fruits|Raw|0.3 g|83.7 g|0.4 mg|146 mcg|59|11 mg|108.2 mg|12 mg|15.1 g|85 mcg|0.4 g|2 mg|0.4 mg|0.5 g|0 mcg|0.02 mg|0.1 mg|0 g|0.05 mg|0.06 mg|2 mg
ER064|Mangosteen fresh|Fruits|Raw|0.2 g|83.0 g|0.8 mg|0 mcg|63|12 mg|61.9 mg|8 mg|15.6 g|0 mcg|0.6 g|10 mg|0.3 mg|0.6 g|0 mcg|0.03 mg|0.1 mg|1.5 g|0.10 mg|0.03 mg|5 mg
ER065|Granadilla fresh|Fruits|Raw|0.8 g|64.7 g|1.4 mg|969 mcg|144|203 mg|453.8 mg|27 mg|29.8 g|691 mcg|1.2 g|37 mg|2.0 mg|3.5 g|0 mcg|0.17 mg|0.1 mg|11.4 g|0.11 mg|0.02 mg|10 mg
ER066|Matoa fresh|Fruits|Raw|1.1 g|76.5 g|0.6 mg|2 mcg|90|40 mg|190.0 mg|20 mg|21.1 g|0 mcg|0.1 g|10 mg|0.5 mg|1.2 g|0 mcg|0.09 mg|0.6 mg|0.5 g|0.30 mg|0.18 mg|54 mg
ER067|Melon fresh|Fruits|Raw|0.5 g|90.8 g|0.4 mg|1 mcg|37|14 mg|167.0 mg|12 mg|7.8 g|0 mcg|0.4 g|27 mg|0.0 mg|0.6 g|0 mcg|0.10 mg|0.1 mg|1.0 g|0.30 mg|0.02 mg|0 mg
ER068|Menteng fresh|Fruits|Raw|2.9 g|79.0 g|0.8 mg|0 mcg|65|20 mg|0 mg|13 mg|16.1 g|0 mcg|0.3 g|0 mg|0 mg|1.7 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.00 mg|0 mg
ER069|Palembang pineapple fresh|Fruits|Raw|0.3 g|85.5 g|0.6 mg|17 mcg|58|15 mg|117.0 mg|29 mg|13.3 g|0 mcg|0.2 g|7 mg|0.2 mg|0.7 g|0 mcg|0.03 mg|0.1 mg|1.6 g|0.03 mg|0.26 mg|11 mg
ER070|Pineapple fresh|Fruits|Raw|0.3 g|88.9 g|0.9 mg|17 mcg|40|14 mg|111.0 mg|22 mg|9.9 g|90 mcg|0.3 g|18 mg|0.2 mg|0.6 g|0 mcg|0.04 mg|0.1 mg|0.6 g|0.03 mg|0.02 mg|22 mg
ER071|Tree-ripe jackfruit fresh|Fruits|Raw|2.7 g|70.0 g|0.9 mg|149 mcg|106|19 mg|407.0 mg|20 mg|27.6 g|330 mcg|0.3 g|2 mg|1.0 mg|1.2 g|0 mcg|0.10 mg|1.4 mg|3.7 g|246.58 mg|0.07 mg|7 mg
ER072|Nutmeg meat fresh|Fruits|Raw|0.5 g|88.1 g|1.5 mg|0 mcg|42|24 mg|0 mg|32 mg|10.9 g|29 mcg|0.2 g|0 mg|0 mg|0.3 g|0 mcg|0 mg|0 mg|0.5 g|0 mg|0 mg|22 mg
ER073|Papaya fresh|Fruits|Raw|0.6 g|86.7 g|1.7 mg|1038 mcg|46|12 mg|221.0 mg|23 mg|12.2 g|365 mcg|0.1 g|4 mg|0.4 mg|0.5 g|0 mcg|0.06 mg|0.3 mg|1.6 g|0.02 mg|0.04 mg|78 mg
ER074|Ambon banana fresh|Fruits|Raw|1.0 g|72.9 g|0.2 mg|37 mcg|108|30 mg|0.0 mg|20 mg|24.3 g|0 mcg|0.8 g|10 mg|0.1 mg|1.0 g|0 mcg|0.11 mg|0.2 mg|1.9 g|0.20 mg|0.05 mg|9 mg
ER075|Angleng banana (ampyang banana) fresh|Fruits|Raw|1.0 g|80.3 g|0.6 mg|9 mcg|68|26 mg|215.7 mg|10 mg|17.2 g|76 mcg|0.2 g|23 mg|2.5 mg|1.3 g|0 mcg|0.05 mg|0.0 mg|0.8 g|0.04 mg|0.08 mg|6 mg
ER076|Ayam banana fresh|Fruits|Raw|0.7 g|71.2 g|0.4 mg|24 mcg|120|61 mg|392.0 mg|20 mg|26.8 g|0 mcg|0.2 g|6 mg|1.0 mg|1.1 g|0 mcg|0.02 mg|0.3 mg|4.1 g|0.10 mg|0.10 mg|26 mg
ER077|Gapi banana fresh|Fruits|Raw|1.0 g|66.3 g|0.3 mg|13 mcg|131|40 mg|392.0 mg|58 mg|31.1 g|0 mcg|0.1 g|6 mg|0.3 mg|1.6 g|0 mcg|0.02 mg|0.3 mg|11.7 g|0.13 mg|0.18 mg|13 mg
ER078|Goroho banana fresh|Fruits|Raw|1.0 g|69.4 g|0.2 mg|11 mcg|119|30 mg|359.0 mg|2 mg|27.9 g|0 mcg|0.2 g|36 mg|1.1 mg|1.5 g|0 mcg|0.02 mg|0.3 mg|4.6 g|0.13 mg|0.15 mg|10 mg
ER079|Green Banana  fresh|Fruits|Raw|1.1 g|68.9 g|0.9 mg|48 mcg|121|37 mg|529.4 mg|9 mg|28.9 g|1000 mcg|0.1 g|31 mg|0.0 mg|1.0 g|0 mcg|0.06 mg|0.6 mg|0.4 g|0.28 mg|0.13 mg|13 mg
ER080|Cooking plantain fresh|Fruits|Raw|0.6 g|74.4 g|0.1 mg|3 mcg|100|0 mg|493.0 mg|15 mg|23.6 g|0 mcg|0.5 g|1 mg|0.6 mg|1.4 g|0 mcg|0.00 mg|0.3 mg|2.6 g|0.08 mg|0.10 mg|11 mg
ER081|Saba banana fresh|Fruits|Raw|1.0 g|71.9 g|0.5 mg|0 mcg|109|30 mg|300.0 mg|10 mg|26.3 g|0 mcg|0.5 g|10 mg|0.1 mg|0.8 g|0 mcg|0.00 mg|0.2 mg|5.7 g|0.10 mg|0.10 mg|9 mg
ER082|Ketip banana fresh|Fruits|Raw|0.7 g|63.4 g|0.1 mg|3 mcg|145|54 mg|726.0 mg|5 mg|34.5 g|0 mcg|0.3 g|4 mg|0.8 mg|1.1 g|0 mcg|0.02 mg|0.5 mg|6.6 g|0.15 mg|0.13 mg|95 mg
ER083|Red banana fresh|Fruits|Raw|0.9 g|75.4 g|0.6 mg|38 mcg|96|173 mg|418.8 mg|87 mg|22.5 g|58 mcg|0.2 g|6 mg|0.9 mg|1.0 g|0 mcg|0.10 mg|0.5 mg|0.6 g|0.22 mg|0.04 mg|2 mg
ER084|Senorita banana fresh|Fruits|Raw|0.8 g|72.1 g|0.9 mg|43 mcg|99|19 mg|475.0 mg|10 mg|25.6 g|618 mcg|0.2 g|28 mg|1.0 mg|1.3 g|0 mcg|0.12 mg|0.5 mg|4.3 g|0.25 mg|0.07 mg|4 mg
ER085|Mas bali ampenan banana fresh|Fruits|Raw|0.5 g|76.8 g|1.2 mg|14 mcg|92|29 mg|272.0 mg|7 mg|21.0 g|0 mcg|0.2 g|32 mg|0.6 mg|1.4 g|0 mcg|0.03 mg|0.4 mg|3.7 g|0.18 mg|0.09 mg|11 mg
ER086|Mas bali kopang banana fresh|Fruits|Raw|2.4 g|64.2 g|0.1 mg|21 mcg|127|0 mg|616.0 mg|10 mg|31.8 g|0 mcg|0.2 g|43 mg|0.9 mg|1.4 g|0 mcg|0.05 mg|0.4 mg|3.7 g|0.12 mg|0.21 mg|17 mg
ER087|Lady finger banana fresh|Fruits|Raw|0.6 g|64.2 g|0.8 mg|17 mcg|127|25 mg|392.0 mg|7 mg|33.6 g|79 mcg|0.2 g|42 mg|4.5 mg|1.4 g|0 mcg|0.08 mg|0.5 mg|1.4 g|195.78 mg|0.09 mg|2 mg
ER088|Latundan banana fresh|Fruits|Raw|1.0 g|69.3 g|0.1 mg|48 mcg|108|38 mg|522.6 mg|16 mg|28.2 g|480 mcg|0.3 g|31 mg|1.1 mg|1.3 g|0 mcg|0.08 mg|0.6 mg|0.7 g|0.27 mg|0.02 mg|2 mg
ER089|Plantain fresh|Fruits|Raw|1.0 g|65.8 g|0.8 mg|53 mcg|120|22 mg|582.2 mg|10 mg|31.8 g|950 mcg|0.2 g|35 mg|1.2 mg|1.2 g|0 mcg|0.14 mg|0.7 mg|5.3 g|0.31 mg|0.06 mg|10 mg
ER090|Rattan banana fresh|Fruits|Raw|0.9 g|76.1 g|1.1 mg|37 mcg|98|51 mg|406.9 mg|17 mg|20.5 g|697 mcg|1.2 g|24 mg|0.9 mg|1.3 g|0 mcg|0.10 mg|0.5 mg|1.0 g|0.21 mg|0.01 mg|2 mg
ER091|Taro banana fresh|Fruits|Raw|0.9 g|71.0 g|0.6 mg|159 mcg|113|22 mg|48.0 mg|22 mg|26.7 g|0 mcg|0.2 g|29 mg|1.0 mg|1.2 g|0 mcg|0.03 mg|0.1 mg|4.4 g|0.26 mg|0.12 mg|9 mg
ER092|Tujuh bulan banana|Fruits|Raw|0.8 g|75.9 g|0.2 mg|72 mcg|94|20 mg|4.0 mg|50 mg|22.5 g|0 mcg|0.2 g|0 mg|0.3 mg|0.6 g|0 mcg|0.03 mg|0.4 mg|3.7 g|0.10 mg|0.03 mg|6 mg
ER093|Ua banana fresh|Fruits|Raw|0.7 g|67.8 g|0.7 mg|5 mcg|128|28 mg|382.0 mg|12 mg|30.2 g|0 mcg|0.5 g|33 mg|1.2 mg|0.8 g|0 mcg|0.01 mg|0.3 mg|8.1 g|0.20 mg|0.09 mg|4 mg
ER094|Uli banana fresh|Fruits|Raw|1.1 g|61.8 g|0.9 mg|59 mcg|134|53 mg|650.3 mg|31 mg|35.5 g|113 mcg|0.5 g|39 mg|1.4 mg|1.1 g|0 mcg|0.16 mg|0.7 mg|1.4 g|0.34 mg|0.11 mg|3 mg
ER095|Keffir lime fresh|Fruits|Raw|1.4 g|81.1 g|0.6 mg|27 mcg|76|76 mg|285.2 mg|30 mg|15.2 g|93 mcg|1.1 g|10 mg|0.0 mg|4.1 g|0 mcg|0.11 mg|0 mg|1.7 g|0 mg|0.01 mg|0 mg
ER096|Rambutan binjai fresh|Fruits|Raw|0.3 g|81.0 g|1.2 mg|0 mcg|76|22 mg|120.0 mg|15 mg|18.0 g|0 mcg|0.2 g|22 mg|0.4 mg|0.5 g|0 mcg|0.01 mg|0.2 mg|3.8 g|0.20 mg|0.19 mg|13 mg
ER097|Rambutan fresh|Fruits|Raw|0.4 g|80.5 g|0.5 mg|0 mcg|69|16 mg|104.2 mg|16 mg|18.1 g|0 mcg|0.1 g|16 mg|0.5 mg|0.9 g|0 mcg|0.07 mg|0.1 mg|0.8 g|0.17 mg|0.00 mg|58 mg
ER098|Salak bali fresh|Fruits|Raw|0.7 g|85.1 g|2.1 mg|3 mcg|57|25 mg|0 mg|94 mg|13.6 g|37 mcg|0.1 g|0 mg|0 mg|0.5 g|0 mcg|0 mg|0.2 mg|1.3 g|0.08 mg|0.00 mg|0 mg
ER099|Salak medan fresh|Fruits|Raw|8.5 g|78.1 g|0.5 mg|4 mcg|55|46 mg|113.0 mg|6 mg|12.8 g|0 mcg|0.2 g|39 mg|0 mg|0.4 g|0 mcg|0.03 mg|0.3 mg|3.2 g|0.20 mg|0.04 mg|58 mg
ER100|Salak pondoh fresh|Fruits|Raw|0.8 g|77.9 g|3.9 mg|0 mcg|87|31 mg|0 mg|38 mg|20.1 g|40 mcg|0.4 g|0 mg|0.1 mg|0.8 g|0 mcg|0.12 mg|0.2 mg|0.0 g|0.08 mg|0.00 mg|8 mg
ER101|Salak (snake fruit) fresh|Fruits|Raw|0.7 g|78.0 g|4.2 mg|4 mcg|77|18 mg|0 mg|28 mg|20.9 g|0 mcg|0 g|0 mg|0 mg|0.4 g|0 mcg|0 mg|0.2 mg|0 g|0.08 mg|0.04 mg|2 mg
ER102|Star apple fresh|Fruits|Raw|0.6 g|87.3 g|0.8 mg|0 mcg|64|45 mg|111.4 mg|18 mg|8.0 g|0 mcg|3.1 g|13 mg|0.1 mg|1.0 g|0 mcg|0.02 mg|0.1 mg|0.8 g|0.02 mg|0.01 mg|1 mg
ER103|Caqui fresh|Fruits|Raw|1.4 g|73.8 g|0.7 mg|119 mcg|111|185 mg|117.8 mg|20 mg|21.6 g|12 mcg|2.3 g|28 mg|1.5 mg|0.9 g|0 mcg|0.04 mg|0.1 mg|1.0 g|0.04 mg|0.00 mg|19 mg
ER104|Sapodilla fresh|Fruits|Raw|0.5 g|75.5 g|1.0 mg|111 mcg|92|12 mg|110.2 mg|25 mg|22.4 g|60 mcg|1.1 g|26 mg|1.4 mg|0.5 g|0 mcg|0.04 mg|0.1 mg|9.5 g|0.04 mg|0.01 mg|21 mg
ER105|Watermelon fresh|Fruits|Raw|0.3 g|92.1 g|0.2 mg|315 mcg|28|12 mg|93.8 mg|7 mg|6.9 g|590 mcg|0.2 g|7 mg|0.3 mg|0.5 g|0 mcg|0.05 mg|0.1 mg|0.4 g|0.04 mg|0.05 mg|6 mg
ER106|Soursop fresh|Fruits|Raw|0.7 g|81.7 g|0.6 mg|8 mcg|65|27 mg|298.9 mg|14 mg|16.3 g|10 mcg|0.3 g|2 mg|0.7 mg|1.0 g|0 mcg|0.08 mg|1.0 mg|3.2 g|0.08 mg|0.07 mg|20 mg
ER107|Sowa fresh|Fruits|Raw|10.0 g|87.7 g|0.3 mg|364 mcg|48|40 mg|0.0 mg|50 mg|9.1 g|0 mcg|0.6 g|9 mg|0.2 mg|1.6 g|0 mcg|0.23 mg|1.5 mg|45.0 g|0.10 mg|0.15 mg|4 mg
ER108|Sugar apple fresh|Fruits|Raw|1.1 g|83.4 g|2.7 mg|0 mcg|63|30 mg|0 mg|127 mg|13.9 g|31 mcg|0.5 g|0 mg|0 mg|1.1 g|0 mcg|0 mg|0 mg|2.1 g|0 mg|0.08 mg|28 mg
ER109|Unripe breadfruit fresh|Fruits|Raw|1.0 g|69.4 g|1.4 mg|28 mcg|119|44 mg|414.4 mg|24 mg|28.1 g|4896 mcg|0.2 g|24 mg|3.7 mg|1.4 g|0 mcg|0.17 mg|0.1 mg|1.4 g|0.09 mg|0.17 mg|52 mg
ER110|Ripe breadfruit fresh|Fruits|Raw|1.0 g|67.8 g|1.6 mg|30 mcg|126|47 mg|436.0 mg|37 mg|24.5 g|2000 mcg|0.2 g|25 mg|3.9 mg|1.6 g|0 mcg|0.17 mg|0.1 mg|1.5 g|0.09 mg|0.18 mg|58 mg
ER111|Vigus fresh|Fruits|Raw|1.2 g|88.0 g|0.3 mg|0 mcg|44|20 mg|180.0 mg|30 mg|8.3 g|0 mcg|0.1 g|2 mg|0 mg|2.4 g|0 mcg|0.01 mg|0.2 mg|0 g|0.10 mg|0.26 mg|43 mg
ER112|Wani fresh|Fruits|Raw|0.6 g|81.2 g|1.2 mg|0 mcg|74|29 mg|0 mg|66 mg|17.1 g|32 mcg|0.3 g|0 mg|0 mg|0.8 g|0 mcg|0 mg|0 mg|3.1 g|0 mg|0.08 mg|80 mg
FP001|Chicken gizzard fried|Meat and Poultry|Processed/Products|1.8 g|4.8 g|4.9 mg|0 mcg|270|314 mg|0 mg|129 mg|9.9 g|0 mcg|11.2 g|980 mg|4.7 mg|32.3 g|56 mcg|0 mg|3.3 mg|0.0 g|0.12 mg|0.21 mg|0 mg
FP002|Chicken intestine fried|Meat and Poultry|Processed/Products|10.1 g|4.6 g|8.4 mg|0 mcg|473|458 mg|0 mg|1407 mg|13.9 g|224 mcg|26.3 g|0 mg|0.0 mg|45.2 g|6 mcg|0 mg|0 mg|0.0 g|0 mg|0.57 mg|0 mg
FP003|Duck meat fried|Meat and Poultry|Processed/Products|2.0 g|48.8 g|4.1 mg|0 mcg|300|170 mg|6.0 mg|170 mg|4.5 g|0 mcg|20.7 g|34 mg|10.6 mg|24.0 g|0 mcg|0.40 mg|3.0 mg|0.0 g|0.40 mg|0.10 mg|0 mg
FP004|Crocodile meat jerked meat raw|Meat and Poultry|Processed/Products|2.5 g|12.3 g|4.3 mg|0 mcg|365|130 mg|680.0 mg|60 mg|30.8 g|0 mcg|4.8 g|500 mg|0.2 mg|49.6 g|0 mcg|0 mg|11.6 mg|0 g|0.20 mg|0 mg|0 mg
FP005|Ham|Meat and Poultry|Processed/Products|5.8 g|42.0 g|2.5 mg|0 mcg|384|136 mg|819.3 mg|10 mg|0.3 g|0 mcg|35.0 g|112 mg|9.7 mg|16.9 g|0 mcg|0.95 mg|0.4 mg|0.0 g|0.11 mg|0.70 mg|0 mg
FP006|Duck (alabio) meat jerked meat raw|Meat and Poultry|Processed/Products|5.1 g|12.7 g|12.5 mg|0 mcg|496|370 mg|478.0 mg|135 mg|18.4 g|0 mcg|33.5 g|1081 mg|0 mg|30.3 g|0 mcg|0 mg|0.3 mg|0 g|0.70 mg|0 mg|0 mg
FP007|Kerupuk urat|Meat and Poultry|Processed/Products|0.6 g|3.6 g|1.3 mg|0 mcg|588|15 mg|37.0 mg|36 mg|1.2 g|0 mcg|40.9 g|1024 mg|0 mg|53.7 g|2802 mcg|0 mg|0.2 mg|0 g|0.10 mg|0 mg|0 mg
FP008|Menjangan meat jerked meat raw|Meat and Poultry|Processed/Products|5.3 g|14.3 g|2.1 mg|26 mcg|322|310 mg|1282.0 mg|55 mg|22.7 g|0 mcg|2.0 g|765 mg|0 mg|55.8 g|3391 mcg|0 mg|3.2 mg|0 g|1.70 mg|0 mg|0 mg
FP009|Pigeon meat fried|Meat and Poultry|Processed/Products|3.6 g|54.5 g|3.1 mg|0 mcg|224|362 mg|19.0 mg|362 mg|4.4 g|0 mcg|11.3 g|2 mg|0 mg|26.2 g|0 mcg|0 mg|1.6 mg|0 g|0.30 mg|0 mg|0 mg
FP010|Deer meat jerked meat raw|Meat and Poultry|Processed/Products|2.5 g|18.3 g|13.4 mg|0 mcg|536|420 mg|690.0 mg|90 mg|0.0 g|0 mcg|41.5 g|130 mg|0.2 mg|40.5 g|285 mcg|0 mg|10.7 mg|0 g|0.30 mg|0 mg|0 mg
FP011|Beef shredded|Meat and Poultry|Processed/Products|4.7 g|7.1 g|12.3 mg|240 mcg|212|209 mg|0 mg|150 mg|59.3 g|138 mcg|10.6 g|0 mg|0 mg|18.0 g|0 mcg|0 mg|0 mg|7.5 g|0 mg|0.17 mg|0 mg
FP012|Beef shredded original|Meat and Poultry|Processed/Products|5.8 g|24.8 g|14.6 mg|194 mcg|358|136 mg|0 mg|165 mg|38.6 g|144 mcg|16.1 g|0 mg|0 mg|14.6 g|3 mcg|0 mg|0 mg|2.5 g|0 mg|0.13 mg|0 mg
FP013|Beef meat smoked|Meat and Poultry|Processed/Products|2.0 g|60.0 g|5.0 mg|0 mcg|182|300 mg|485.4 mg|15 mg|0.0 g|0 mcg|6.0 g|1620 mg|5.9 mg|32.0 g|6 mcg|0.23 mg|5.1 mg|0.0 g|0.03 mg|0.12 mg|0 mg
FP014|Beef meat jerked meat raw|Meat and Poultry|Processed/Products|11.0 g|25.0 g|5.1 mg|0 mcg|301|370 mg|0 mg|30 mg|0.0 g|0 mcg|9.0 g|0 mg|0 mg|55.0 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.10 mg|0 mg
FP015|Beef meat corned|Meat and Poultry|Processed/Products|6.0 g|53.0 g|4.0 mg|52 mcg|289|170 mg|94.4 mg|10 mg|0.0 g|0 mcg|25.0 g|794 mg|2.7 mg|16.0 g|0 mcg|0.16 mg|4.0 mg|0.0 g|0.07 mg|0.01 mg|0 mg
FP016|Beef meat worst|Meat and Poultry|Processed/Products|3.3 g|37.6 g|1.1 mg|0 mcg|448|61 mg|284.5 mg|28 mg|2.3 g|0 mcg|42.3 g|765 mg|4.9 mg|14.5 g|0 mcg|0.18 mg|1.7 mg|0 g|0.06 mg|0.10 mg|0 mg
FP017|Beef liverworst|Meat and Poultry|Processed/Products|2.4 g|56.6 g|4.0 mg|0 mcg|274|150 mg|158.8 mg|20 mg|3.0 g|0 mcg|22.0 g|654 mg|4.0 mg|16.0 g|1201 mcg|0.96 mg|2.2 mg|2.3 g|0.22 mg|0.20 mg|0 mg
FP018|Beef lung jerked meat raw|Meat and Poultry|Processed/Products|7.8 g|9.7 g|21.1 mg|0 mcg|360|903 mg|864.0 mg|126 mg|19.2 g|0 mcg|6.0 g|1483 mg|0 mg|57.3 g|2827 mcg|0 mg|6.1 mg|0 g|1.20 mg|0 mg|0 mg
FP019|Beef lung fried|Meat and Poultry|Processed/Products|3.1 g|45.5 g|8.8 mg|0 mcg|268|315 mg|299.0 mg|102 mg|14.5 g|0 mcg|12.7 g|923 mg|0 mg|23.9 g|790 mcg|0 mg|1.5 mg|0 g|0.00 mg|0 mg|0 mg
FP020|Sago caterpillar roasted|Meat and Poultry|Processed/Products|1.6 g|41.3 g|1.5 mg|0 mcg|380|120 mg|550.0 mg|30 mg|14.9 g|0 mcg|30.3 g|260 mg|0.1 mg|11.9 g|0 mcg|2.50 mg|14.2 mg|4.8 g|3.10 mg|0.50 mg|0 mg
FP021|Church's texas fried chicken breast|Meat and Poultry|Processed/Products|1.5 g|42.2 g|5.6 mg|0 mcg|338|221 mg|369.5 mg|79 mg|0.4 g|80 mcg|20.6 g|800 mg|12.1 mg|35.2 g|16 mcg|0.16 mg|1.1 mg|0.0 g|0.16 mg|0.52 mg|0 mg
FP022|Church's texas fried chicken thigh|Meat and Poultry|Processed/Products|1.3 g|50.3 g|4.1 mg|0 mcg|287|176 mg|257.0 mg|99 mg|1.7 g|30 mcg|15.7 g|723 mg|5.3 mg|31.0 g|22 mcg|0.20 mg|1.5 mg|0.0 g|0.17 mg|0.66 mg|0 mg
FP023|Church's texas fried chicken wings|Meat and Poultry|Processed/Products|1.3 g|47.2 g|3.0 mg|0 mcg|295|179 mg|237.2 mg|81 mg|1.5 g|50 mcg|16.0 g|771 mg|6.2 mg|34.0 g|13 mcg|0.13 mg|1.2 mg|0.0 g|0.16 mg|0.44 mg|0 mg
FP024|Kalasan fried chicken thigh|Meat and Poultry|Processed/Products|2.9 g|46.2 g|5.8 mg|0 mcg|275|237 mg|321.9 mg|116 mg|1.3 g|50 mcg|12.2 g|176 mg|0 mg|37.4 g|10 mcg|0 mg|1.5 mg|0.0 g|0.16 mg|0.10 mg|0 mg
FP025|Kentucky fried chicken breast|Meat and Poultry|Processed/Products|2.5 g|46.5 g|5.5 mg|0 mcg|298|284 mg|342.0 mg|90 mg|0.1 g|50 mcg|16.8 g|741 mg|0.0 mg|34.2 g|36 mcg|0.00 mg|1.0 mg|0.0 g|0.07 mg|0.19 mg|0 mg
FP026|Kentucky fried chicken thigh|Meat and Poultry|Processed/Products|2.0 g|48.7 g|6.9 mg|0 mcg|286|248 mg|265.2 mg|89 mg|1.1 g|20 mcg|16.1 g|746 mg|5.5 mg|32.1 g|31 mcg|0.21 mg|2.3 mg|0.0 g|0.09 mg|0.50 mg|0 mg
FP027|Kentucky fried chicken wings|Meat and Poultry|Processed/Products|2.6 g|44.7 g|4.4 mg|0 mcg|297|227 mg|248.4 mg|103 mg|1.6 g|70 mcg|15.2 g|807 mg|6.5 mg|35.9 g|22 mcg|0.14 mg|1.4 mg|0.0 g|0.06 mg|0.73 mg|0 mg
